order_id,customer_id,order_date,status,region_code
O00093,C0226,2026-08-02 08:50:48,SHIPPED,EAST
O00094,C0469,2025-08-19 16:18:10,DELIVERED,WEST
O00095,C0117,2026-07-17 16:07:36,SHIPPED,CENTRAL
O00096,C0043,2026-01-11 16:52:48,DELIVERED,WEST
O00097,C0254,2026-07-14 11:27:06,SHIPPED,NORTH
O00098,C0090,2026-04-06 12:22:55,DELIVERED,NORTH
O00099,C0603,2025-08-31 11:51:47,DELIVERED,CENTRAL
O00100,,2026-03-15 10:39:08,CANCELLED,SOUTH
O00101,C0288,2025-03-02 17:22:34,DELIVERED,SOUTH
O00102,C0587,2025-11-28 19:18:18,SHIPPED,CENTRAL
O00103,C0422,2025-04-08 10:48:50,RETURNED,EAST
O00104,C0256,2025-05-10 19:55:08,PLACED,EAST
O00105,C0403,2025-09-11 20:53:43,DELIVERED,CENTRAL
O00106,C0463,2025-10-03 18:26:24,PLACED,NORTH
O00107,C0378,2026-02-17 16:47:17,DELIVERED,WEST
O00108,C0096,2025-12-02 17:00:55,DELIVERED,WEST
O00109,C0548,2026-01-02 21:04:50,DELIVERED,WEST
O00110,C0291,2025-08-05 15:17:20,SHIPPED,CENTRAL
O00111,C0352,14-05-2025 17:54:31,RETURNED,NORTH
O00112,C0471,2025-02-17 09:40:50,PLACED,SOUTH
O00113,C0208,2026-03-28 15:00:27,RETURNED,SOUTH
O00114,C0281,2025-11-06 10:55:59,PLACED,EAST
O00115,C0170,2025-09-14 09:23:42,PLACED,EAST
O00116,C0098,2025-08-28 14:41:05,PLACED,WEST
O00117,C0532,2025-03-21 10:37:14,DELIVERED,NORTH
O00118,C0124,2025-01-09 19:21:52,RETURNED,WEST
O00119,C0393,2025-05-16 15:04:14,PLACED,NORTH
O00120,,2025-04-16 13:23:56,SHIPPED,WEST
O00121,C0071,2025-05-17 18:43:09,DELIVERED,NORTH
O00122,C0219,2025-06-18 15:22:46,DELIVERED,SOUTH
O00123,C0223,2026-02-26 17:43:28,PLACED,NORTH
O00124,C0394,2025-05-24 20:07:37,DELIVERED,WEST
O00125,C0284,2025-11-19 20:08:15,DELIVERED,SOUTH
O00126,C0623,2026-07-21 17:38:46,SHIPPED,NORTH
O00127,C0522,2025-11-05 11:33:38,SHIPPED,WEST
O00128,C0246,2025-10-30 18:03:50,DELIVERED,NORTH
O00129,C0073,2025-09-04 15:40:38,DELIVERED,NORTH
O00130,C0583,2026-01-05 13:08:24,DELIVERED,CENTRAL
O00131,C0075,2025-06-26 20:30:49,PLACED,NORTH
O00132,C0062,2025-01-15 12:13:02,RETURNED,WEST
O00133,C0514,2026-06-03 12:40:45,DELIVERED,WEST
O00134,C0551,2026-02-16 09:40:34,DELIVERED,EAST
O00135,C0209,2025-03-27 12:05:32,RETURNED,SOUTH
O00136,C0650,2026-07-04 13:25:37,DELIVERED,NORTH
O00137,C0245,2025-11-14 19:27:46,PLACED,NORTH
O00138,C0624,2026-03-21 09:29:39,PLACED,SOUTH
O00139,C0012,2025-05-03 08:45:08,PLACED,EAST
O00140,,2026-06-20 16:50:52,DELIVERED,SOUTH
O00141,C0276,2026-01-16 10:47:49,DELIVERED,NORTH
O00142,C0279,2025-01-31 13:51:27,DELIVERED,EAST
O00143,C0369,2025-03-20 15:29:32,PLACED,CENTRAL
O00144,C0106,2025-06-20 13:10:16,RETURNED,NORTH
O00145,C0046,2025-08-22 19:32:00,CANCELLED,NORTH
O00146,C0393,2025-09-08 08:30:23,RETURNED,SOUTH
O00147,C0430,2025-02-06 16:51:58,SHIPPED,SOUTH
O00148,C0080,03-03-2026 19:20:17,DELIVERED,NORTH
O00149,C0184,2026-05-30 18:57:03,SHIPPED,CENTRAL
O00150,C0477,2025-02-17 14:04:56,RETURNED,EAST
O00151,C0009,2025-12-02 09:35:29,DELIVERED,EAST
O00152,C0638,2026-08-01 20:19:47,SHIPPED,EAST
O00153,C0560,2026-05-21 20:49:12,DELIVERED,SOUTH
O00154,C0025,2025-06-04 08:59:26,SHIPPED,EAST
O00155,C0386,2025-01-10 13:00:48,CANCELLED,EAST
O00156,C0430,2025-04-17 11:33:15,DELIVERED,NORTH
O00157,C0045,2025-05-26 19:17:05,RETURNED,CENTRAL
O00158,C0470,2026-02-27 19:57:23,RETURNED,NORTH
O00159,C0404,2025-04-08 16:08:40,PLACED,CENTRAL
O00160,,2025-03-05 14:42:08,SHIPPED,EAST
O00161,C0335,2025-11-19 20:25:44,SHIPPED,EAST
O00162,C0599,2025-08-28 09:12:08,PLACED,NORTH
O00163,C0417,2025-06-18 15:29:20,PLACED,EAST
O00164,C0272,2025-08-01 15:19:29,CANCELLED,NORTH
O00165,C0618,2025-06-11 20:43:19,PLACED,EAST
O00166,C0365,2025-06-01 09:45:15,DELIVERED,NORTH
O00167,C0032,2025-11-03 12:52:11,RETURNED,WEST
O00168,C0097,2026-07-24 19:35:15,DELIVERED,SOUTH
O00169,C0228,2025-05-05 08:03:53,PLACED,WEST
O00170,C0087,2026-01-17 18:40:41,DELIVERED,EAST
O00171,C0455,2025-03-18 08:04:12,CANCELLED,NORTH
O00172,C0052,2025-12-06 09:02:29,PLACED,CENTRAL
O00173,C0509,2026-03-20 21:46:25,PLACED,WEST
O00174,C0192,2025-06-26 13:13:58,SHIPPED,WEST
O00175,C0632,2025-06-02 08:39:39,SHIPPED,EAST
O00176,C0491,2026-05-26 14:56:35,PLACED,EAST
O00177,C0539,2026-01-28 10:26:12,SHIPPED,CENTRAL
O00178,C0368,2025-01-20 14:50:45,DELIVERED,WEST
O00179,C0398,2025-12-19 17:32:20,SHIPPED,NORTH
O00180,,2025-11-23 17:14:01,RETURNED,EAST
O00181,C0367,2025-03-01 20:30:33,DELIVERED,SOUTH
O00182,C0247,2025-06-13 09:15:42,SHIPPED,NORTH
O00183,C0398,2025-08-13 17:54:51,DELIVERED,SOUTH
O00184,C0368,2025-06-30 11:37:20,RETURNED,NORTH
O00185,C0577,27-12-2025 17:36:09,RETURNED,WEST
O00186,C0039,2026-07-10 12:11:31,PLACED,SOUTH
O00187,C0001,2025-08-13 08:33:30,SHIPPED,CENTRAL
O00188,C0182,2025-07-26 20:08:21,RETURNED,EAST
O00189,C0146,2025-03-02 08:09:37,DELIVERED,CENTRAL
O00190,C0406,2026-01-09 09:23:45,DELIVERED,EAST
O00191,C0448,2025-11-06 13:08:10,CANCELLED,WEST
O00192,C0629,2025-11-21 10:45:35,CANCELLED,SOUTH
O00193,C0302,2025-06-29 14:19:46,PLACED,NORTH
O00194,C0034,2026-02-05 21:49:36,SHIPPED,EAST
O00195,C0509,2025-08-15 18:36:06,PLACED,NORTH
O00196,C0091,2025-09-01 13:20:10,CANCELLED,EAST
O00197,C0256,2026-04-03 08:16:13,DELIVERED,EAST
O00198,C0002,2025-09-20 20:06:46,PLACED,WEST
O00199,C0505,2026-03-06 10:56:26,RETURNED,EAST
O00200,,2026-07-14 14:06:53,DELIVERED,CENTRAL
O00201,C0035,2025-08-19 10:28:04,SHIPPED,EAST
O00202,C0175,2025-09-25 09:04:21,RETURNED,SOUTH
O00203,C0347,2025-03-18 16:57:05,DELIVERED,CENTRAL
O00204,C0169,2026-05-10 19:01:27,DELIVERED,WEST
O00205,C0211,2025-06-10 08:06:21,RETURNED,WEST
O00206,C0554,2026-07-22 19:59:46,SHIPPED,EAST
O00207,C0403,2025-11-01 11:06:03,DELIVERED,WEST
O00208,C0438,2025-06-07 08:23:00,PLACED,CENTRAL
O00209,C0212,2026-05-07 11:06:01,PLACED,EAST
O00210,C0316,2025-03-25 15:54:07,CANCELLED,WEST
O00211,C0558,2026-05-16 18:16:05,DELIVERED,EAST
O00212,C0046,2026-01-26 13:11:28,SHIPPED,WEST
O00213,C0578,2025-09-27 11:53:17,PLACED,NORTH
O00214,C0555,2025-03-29 18:22:51,DELIVERED,CENTRAL
O00215,C0397,2025-08-21 16:03:53,CANCELLED,WEST
O00216,C0487,2026-07-03 18:55:59,DELIVERED,SOUTH
O00217,C0036,2026-05-03 12:05:25,DELIVERED,CENTRAL
O00218,C0178,2025-05-31 09:48:28,RETURNED,SOUTH
O00219,C0044,2025-08-05 20:12:08,DELIVERED,WEST
O00220,,2025-07-26 21:40:09,CANCELLED,EAST
O00221,C0069,2025-11-24 19:58:51,PLACED,CENTRAL
O00222,C0283,11-02-2026 16:20:54,DELIVERED,NORTH
O00223,C0425,2026-06-20 20:26:07,PLACED,CENTRAL
O00224,C0104,2025-04-13 09:36:49,CANCELLED,CENTRAL
O00225,C0498,2025-12-19 14:16:24,DELIVERED,WEST
O00226,C0148,2025-02-08 10:17:25,DELIVERED,WEST
O00227,C0340,2025-02-09 14:56:56,DELIVERED,NORTH
O00228,C0021,2026-05-02 12:57:23,SHIPPED,EAST
O00229,C0101,2025-11-15 12:53:31,RETURNED,SOUTH
O00230,C0329,2025-05-18 12:47:28,SHIPPED,WEST
O00231,C0417,2025-04-02 11:28:13,DELIVERED,CENTRAL
O00232,C0163,2026-01-18 21:03:32,PLACED,CENTRAL
O00233,C0537,2026-02-18 10:49:54,RETURNED,NORTH
O00234,C0206,2025-06-27 11:56:53,CANCELLED,SOUTH
O00235,C0370,2025-02-03 15:03:58,DELIVERED,EAST
O00236,C0407,2026-01-13 21:29:32,DELIVERED,NORTH
O00237,C0609,2025-02-01 11:23:31,DELIVERED,WEST
O00238,C0265,2026-07-19 13:22:10,DELIVERED,NORTH
O00239,C0167,2025-10-19 08:24:03,CANCELLED,SOUTH
O00240,,2025-08-15 18:14:43,SHIPPED,WEST
O00241,C0010,2026-06-10 08:55:49,DELIVERED,SOUTH
O00242,C0230,2025-06-27 17:51:00,SHIPPED,EAST
O00243,C0358,2025-10-09 14:57:24,DELIVERED,SOUTH
O00244,C0639,2026-04-23 12:43:33,DELIVERED,NORTH
O00245,C0384,2025-01-08 16:42:53,DELIVERED,CENTRAL
O00246,C0494,2025-10-17 12:43:06,PLACED,EAST
O00247,C0306,2025-11-29 21:17:16,SHIPPED,CENTRAL
O00248,C0615,2025-09-04 08:51:54,DELIVERED,EAST
O00249,C0510,2025-05-24 19:01:41,RETURNED,EAST
O00250,C0037,2026-03-05 14:24:47,DELIVERED,CENTRAL
O00251,C0228,2025-07-14 13:46:45,DELIVERED,WEST
O00252,C0175,2026-01-03 16:19:54,CANCELLED,CENTRAL
O00253,C0132,2025-07-05 12:06:30,DELIVERED,CENTRAL
O00254,C0092,2025-07-07 18:57:21,SHIPPED,SOUTH
O00255,C0340,2025-11-11 14:50:56,DELIVERED,CENTRAL
O00256,C0482,2025-10-29 15:54:07,PLACED,CENTRAL
O00257,C0513,2025-03-14 15:56:12,PLACED,WEST
O00258,C0155,2026-06-27 12:26:03,PLACED,SOUTH
O00259,C0469,17-12-2025 14:36:57,PLACED,SOUTH
O00260,,2025-03-24 15:21:40,RETURNED,EAST
O00261,C0215,2025-03-01 08:28:17,DELIVERED,SOUTH
O00262,C0091,2025-06-12 15:50:48,PLACED,WEST
O00263,C0393,2026-03-16 14:27:30,PLACED,CENTRAL
O00264,C0330,2025-07-24 19:23:00,DELIVERED,CENTRAL
O00265,C0642,2025-07-15 08:43:00,DELIVERED,SOUTH
O00266,C0393,2025-12-19 12:08:06,DELIVERED,EAST
O00267,C0306,2025-06-21 09:52:02,RETURNED,WEST
O00268,C0445,2026-06-17 17:33:21,RETURNED,SOUTH
O00269,C0193,2025-12-17 15:22:48,PLACED,WEST
O00270,C0135,2025-01-20 11:14:46,SHIPPED,NORTH
O00271,C0039,2026-06-01 10:07:23,DELIVERED,EAST
O00272,C0050,2026-07-02 17:03:38,DELIVERED,NORTH
O00273,C0455,2025-02-19 19:07:26,DELIVERED,CENTRAL
O00274,C0211,2025-09-16 15:44:09,DELIVERED,NORTH
O00275,C0533,2025-11-05 14:42:06,SHIPPED,CENTRAL
O00276,C0108,2025-05-21 14:53:57,DELIVERED,CENTRAL
O00277,C0109,2025-05-01 12:07:50,DELIVERED,CENTRAL
O00278,C0536,2025-07-24 20:16:53,RETURNED,EAST
O00279,C0562,2026-02-24 12:10:02,DELIVERED,SOUTH
O00280,,2026-05-08 13:15:00,PLACED,NORTH
O00281,C0506,2025-04-24 21:36:42,PLACED,NORTH
O00282,C0104,2026-06-08 09:46:46,RETURNED,SOUTH
O00283,C0052,2026-04-13 12:16:29,PLACED,SOUTH
O00284,C0321,2025-02-10 21:18:23,DELIVERED,NORTH
O00285,C0047,2025-04-08 21:48:56,PLACED,SOUTH
O00286,C0449,2025-06-24 13:22:57,RETURNED,EAST
O00287,C0188,2025-04-06 13:52:21,PLACED,WEST
O00288,C0490,2026-04-13 12:53:24,CANCELLED,SOUTH
O00289,C0061,2025-04-26 10:44:46,RETURNED,SOUTH
O00290,C0495,2025-04-17 14:58:37,CANCELLED,WEST
O00291,C0368,2025-07-05 17:24:49,DELIVERED,SOUTH
O00292,C0422,2026-05-10 15:07:56,DELIVERED,NORTH
O00293,C0538,2025-09-25 18:20:00,DELIVERED,CENTRAL
O00294,C0347,2026-08-02 11:42:55,DELIVERED,CENTRAL
O00295,C0255,2025-04-08 14:42:46,DELIVERED,WEST
O00296,C0628,02-06-2025 21:52:35,PLACED,SOUTH
O00297,C0508,2026-06-02 21:30:54,RETURNED,NORTH
O00298,C0285,2026-05-19 13:15:21,PLACED,SOUTH
O00299,C0241,2026-07-18 18:24:25,PLACED,WEST
O00300,,2026-04-04 09:54:31,DELIVERED,NORTH
O00301,C0106,2026-05-25 19:41:01,DELIVERED,NORTH
O00302,C0094,2026-07-25 16:00:52,CANCELLED,CENTRAL
O00303,C0468,2025-11-08 16:35:13,RETURNED,EAST
O00304,C0466,2025-02-25 21:14:54,SHIPPED,CENTRAL
O00305,C0464,2026-04-30 19:42:23,PLACED,SOUTH
O00306,C0649,2025-01-03 13:22:53,RETURNED,EAST
O00307,C0109,2026-07-15 16:23:44,PLACED,SOUTH
O00308,C0420,2026-05-20 10:52:45,PLACED,CENTRAL
O00309,C0403,2025-07-20 11:07:59,SHIPPED,SOUTH
O00310,C0048,2025-12-13 09:48:26,RETURNED,CENTRAL
O00311,C0469,2025-05-07 20:57:28,DELIVERED,CENTRAL
O00312,C0050,2025-05-18 15:00:33,DELIVERED,WEST
O00313,C0182,2026-05-10 16:49:58,DELIVERED,SOUTH
O00314,C0615,2025-05-12 09:24:42,DELIVERED,EAST
O00315,C0255,2026-06-01 14:26:38,SHIPPED,EAST
O00316,C0142,2025-10-29 15:51:08,DELIVERED,CENTRAL
O00317,C0322,2025-11-03 21:44:35,DELIVERED,CENTRAL
O00318,C0298,2025-08-11 11:13:39,DELIVERED,SOUTH
O00319,C0331,2025-07-02 16:34:44,DELIVERED,EAST
O00320,,2026-07-30 15:37:36,RETURNED,WEST
O00321,C0433,2026-07-01 12:56:54,CANCELLED,CENTRAL
O00322,C0055,2025-04-20 08:24:09,DELIVERED,SOUTH
O00323,C0294,2025-10-01 20:50:10,DELIVERED,SOUTH
O00324,C0209,2025-03-05 19:50:18,DELIVERED,NORTH
O00325,C0631,2026-01-03 21:28:06,RETURNED,CENTRAL
O00326,C0399,2025-08-18 19:41:35,SHIPPED,EAST
O00327,C0321,2025-02-18 14:24:26,RETURNED,NORTH
O00328,C0636,2025-01-14 19:16:12,RETURNED,WEST
O00329,C0377,2025-08-19 18:45:45,DELIVERED,CENTRAL
O00330,C0302,2025-07-21 20:46:12,DELIVERED,NORTH
O00331,C0123,2025-07-11 10:47:32,DELIVERED,WEST
O00332,C0165,2025-10-13 16:16:08,DELIVERED,EAST
O00333,C0159,06-01-2025 13:29:45,PLACED,EAST
O00334,C0631,2025-02-22 20:59:40,CANCELLED,EAST
O00335,C0367,2026-05-18 20:36:35,PLACED,EAST
O00336,C0070,2026-06-23 11:11:33,CANCELLED,SOUTH
O00337,C0095,2026-03-02 16:34:25,SHIPPED,SOUTH
O00338,C0224,2025-12-06 13:23:18,RETURNED,CENTRAL
O00339,C0010,2026-06-28 15:35:52,PLACED,EAST
O00340,,2026-04-02 11:57:41,DELIVERED,CENTRAL
O00341,C0329,2025-09-07 08:43:56,DELIVERED,NORTH
O00342,C0290,2026-01-31 12:34:46,PLACED,CENTRAL
O00343,C0457,2026-01-19 16:51:32,DELIVERED,EAST
O00344,C0099,2025-07-17 13:32:05,PLACED,CENTRAL
O00345,C0216,2026-07-01 08:40:04,DELIVERED,SOUTH
O00346,C0551,2026-03-11 21:06:13,CANCELLED,WEST
O00347,C0025,2025-03-15 19:43:09,DELIVERED,EAST
O00348,C0183,2025-02-08 09:04:03,CANCELLED,CENTRAL
O00349,C0265,2025-03-14 17:52:14,DELIVERED,WEST
O00350,C0399,2026-02-19 14:20:01,DELIVERED,CENTRAL
O00351,C0065,2025-01-07 18:46:39,DELIVERED,CENTRAL
O00352,C0367,2025-02-16 19:54:04,RETURNED,NORTH
O00353,C0622,2025-10-24 20:43:19,PLACED,WEST
O00354,C0032,2026-01-26 14:52:42,DELIVERED,CENTRAL
O00355,C0559,2025-08-14 10:47:25,SHIPPED,SOUTH
O00356,C0383,2025-11-02 18:56:58,RETURNED,NORTH
O00357,C0127,2026-07-21 21:35:09,PLACED,CENTRAL
O00358,C0313,2026-02-08 16:35:05,SHIPPED,EAST
O00359,C0525,2025-08-05 14:57:41,PLACED,SOUTH
O00360,,2025-08-15 17:53:16,SHIPPED,SOUTH
O00361,C0563,2026-08-04 21:03:54,DELIVERED,CENTRAL
O00362,C0257,2025-03-16 12:42:04,PLACED,CENTRAL
O00363,C0241,2026-05-14 13:22:08,PLACED,CENTRAL
O00364,C0462,2025-03-13 11:20:31,SHIPPED,EAST
O00365,C0324,2025-06-06 17:36:23,RETURNED,SOUTH
O00366,C0227,2025-01-05 13:15:50,DELIVERED,WEST
O00367,C0340,2025-10-11 21:23:08,RETURNED,WEST
O00368,C0499,2026-04-02 13:49:19,DELIVERED,SOUTH
O00369,C0144,2025-03-25 21:17:54,RETURNED,SOUTH
O00370,C0079,27-09-2025 19:56:40,DELIVERED,NORTH
O00371,C0596,2026-06-04 18:01:52,DELIVERED,CENTRAL
O00372,C0557,2025-08-06 08:35:16,RETURNED,CENTRAL
O00373,C0375,2026-04-29 18:49:09,DELIVERED,CENTRAL
O00374,C0523,2025-10-25 10:29:32,PLACED,EAST
O00375,C0629,2026-05-30 08:42:15,DELIVERED,CENTRAL
O00376,C0580,2025-05-24 15:10:11,RETURNED,SOUTH
O00377,C0500,2026-05-11 13:02:14,SHIPPED,EAST
O00378,C0212,2026-01-14 11:02:42,DELIVERED,EAST
O00379,C0048,2026-02-02 15:58:29,PLACED,EAST
O00380,,2025-04-16 19:33:40,CANCELLED,EAST
O00381,C0388,2026-07-12 17:11:24,DELIVERED,NORTH
O00382,C0229,2026-06-14 12:24:58,DELIVERED,EAST
O00383,C0619,2025-12-20 15:50:30,PLACED,SOUTH
O00384,C0527,2026-03-27 10:14:04,DELIVERED,SOUTH
O00385,C0617,2025-06-03 10:10:23,DELIVERED,NORTH
O00386,C0117,2025-08-24 14:51:21,DELIVERED,WEST
O00387,C0421,2026-05-06 11:37:10,PLACED,NORTH
O00388,C0138,2025-05-11 17:37:10,DELIVERED,NORTH
O00389,C0185,2025-05-31 08:10:16,DELIVERED,WEST
O00390,C0291,2026-08-01 18:01:56,RETURNED,SOUTH
O00391,C0494,2026-04-05 17:30:55,PLACED,WEST
O00392,C0187,2025-05-27 20:37:52,DELIVERED,CENTRAL
O00393,C0351,2025-09-28 10:46:43,RETURNED,CENTRAL
O00394,C0136,2025-03-12 11:24:24,PLACED,SOUTH
O00395,C0430,2026-06-20 21:58:32,CANCELLED,CENTRAL
O00396,C0630,2025-04-09 10:30:57,DELIVERED,CENTRAL
O00397,C0494,2026-05-31 20:07:05,DELIVERED,CENTRAL
O00398,C0442,2026-07-07 21:00:57,DELIVERED,EAST
O00399,C0235,2025-02-14 19:33:27,RETURNED,WEST
O00400,,2026-01-26 13:37:51,DELIVERED,CENTRAL
O00401,C0489,2025-04-11 14:08:16,DELIVERED,NORTH
O00402,C0419,2025-10-18 17:56:34,SHIPPED,NORTH
O00403,C0533,2025-01-08 17:33:07,PLACED,SOUTH
O00404,C0159,2025-11-20 14:23:06,DELIVERED,CENTRAL
O00405,C0434,2025-09-17 12:54:34,DELIVERED,CENTRAL
O00406,C0209,2025-10-10 18:25:48,DELIVERED,CENTRAL
O00407,C0569,10-05-2026 10:23:35,DELIVERED,EAST
O00408,C0142,2025-12-19 20:45:25,CANCELLED,NORTH
O00409,C0166,2025-08-24 15:50:44,PLACED,CENTRAL
O00410,C0564,2026-02-15 20:21:51,DELIVERED,NORTH
O00411,C0094,2025-06-14 14:40:00,CANCELLED,WEST
O00412,C0228,2026-03-22 09:04:16,DELIVERED,CENTRAL
O00413,C0411,2025-02-08 19:24:59,DELIVERED,CENTRAL
O00414,C0180,2025-10-21 19:38:03,DELIVERED,WEST
O00415,C0531,2025-01-11 11:54:42,SHIPPED,NORTH
O00416,C0630,2026-06-07 16:44:14,PLACED,NORTH
O00417,C0162,2026-01-04 11:41:00,PLACED,EAST
O00418,C0416,2026-02-14 13:42:25,DELIVERED,CENTRAL
O00419,C0093,2025-01-16 19:45:04,DELIVERED,CENTRAL
O00420,,2025-12-23 13:52:17,SHIPPED,SOUTH
O00421,C0268,2026-04-11 14:36:00,PLACED,CENTRAL
O00422,C0302,2025-04-20 16:04:32,SHIPPED,NORTH
O00423,C0589,2026-06-10 12:56:34,SHIPPED,WEST
O00424,C0250,2026-01-22 17:30:49,DELIVERED,WEST
O00425,C0494,2026-04-17 17:55:01,PLACED,NORTH
O00426,C0236,2026-01-27 18:50:14,CANCELLED,WEST
O00427,C0270,2025-12-28 16:34:00,SHIPPED,NORTH
O00428,C0351,2026-02-13 18:47:52,PLACED,SOUTH
